investor_id,age_group,gender,state,city_tier,sip_amount
2630,36-45,Male,Tamil Nadu,B30,2000
2631,36-45,Female,UP,T30,1000
2632,26-35,Male,Delhi,T30,2000
2633,26-35,Female,Gujarat,B30,1000
2634,26-35,Female,West Bengal,T30,2000
2635,26-35,Female,Rajasthan,T30,5000
2636,26-35,Female,Tamil Nadu,B30,2000
2637,46-55,Female,Karnataka,T30,5000
2638,18-25,Female,Maharashtra,B30,1000
2639,26-35,Male,Rajasthan,T30,2000
2640,18-25,Female,UP,B30,2000
2641,36-45,Male,Karnataka,T30,25000
2642,55+,Male,Delhi,T30,500
2643,46-55,Female,West Bengal,B30,2000
2644,36-45,Female,Maharashtra,B30,5000
2645,18-25,Male,Maharashtra,T30,2000
2646,26-35,Male,Delhi,B30,1000
2647,46-55,Male,West Bengal,B30,10000
2648,36-45,Male,Rajasthan,T30,2000
2649,26-35,Male,Maharashtra,T30,2000
2650,26-35,Male,Telangana,T30,2000
2651,18-25,Female,Tamil Nadu,B30,1000
2652,36-45,Male,Telangana,T30,2000
2653,46-55,Male,Maharashtra,T30,2000
2654,18-25,Female,Karnataka,T30,2000
2655,36-45,Female,Karnataka,B30,500
2656,26-35,Male,Karnataka,B30,5000
2657,55+,Male,Telangana,B30,2000
2658,18-25,Female,Rajasthan,T30,2000
2659,36-45,Male,Rajasthan,B30,1000
2660,26-35,Female,Delhi,B30,1000
2661,46-55,Male,Delhi,B30,2000
2662,18-25,Male,Delhi,B30,5000
2663,26-35,Female,Rajasthan,B30,1000
2664,26-35,Male,Karnataka,T30,5000
2665,46-55,Male,Punjab,T30,1000
2666,26-35,Female,Delhi,B30,5000
2667,26-35,Female,Maharashtra,T30,10000
2668,36-45,Male,Telangana,T30,5000
2669,46-55,Male,Gujarat,T30,500
2670,26-35,Female,Tamil Nadu,B30,2000
2671,26-35,Male,Rajasthan,T30,2000
2672,36-45,Female,Telangana,B30,5000
2673,36-45,Female,UP,T30,1000
2674,36-45,Male,UP,T30,2000
2675,26-35,Male,Delhi,T30,2000
2676,55+,Male,Karnataka,T30,5000
2677,26-35,Female,Rajasthan,T30,10000
2678,26-35,Male,Tamil Nadu,T30,5000
2679,26-35,Female,West Bengal,T30,1000
2680,55+,Male,Telangana,B30,2000
2681,46-55,Male,Delhi,B30,2000
2682,46-55,Male,Tamil Nadu,B30,500
2683,18-25,Male,Tamil Nadu,B30,10000
2684,36-45,Male,Delhi,B30,2000
2685,26-35,Male,Delhi,T30,10000
2686,55+,Male,Gujarat,B30,5000
2687,36-45,Male,Telangana,B30,5000
2688,36-45,Male,West Bengal,B30,2000
2689,26-35,Female,Karnataka,T30,10000
2690,36-45,Female,Gujarat,T30,1000
2691,36-45,Male,Punjab,T30,25000
2692,36-45,Male,Maharashtra,T30,2000
2693,36-45,Female,West Bengal,B30,1000
2694,26-35,Male,Tamil Nadu,B30,5000
2695,36-45,Female,Tamil Nadu,T30,5000
2696,46-55,Male,Maharashtra,B30,5000
2697,18-25,Female,Telangana,B30,1000
2698,18-25,Male,Maharashtra,B30,500
2699,36-45,Male,Delhi,T30,10000
2700,26-35,Male,Delhi,T30,5000
2701,26-35,Female,Gujarat,B30,2000
2702,26-35,Female,West Bengal,T30,1000
2703,36-45,Male,Maharashtra,T30,2000
2704,26-35,Female,Maharashtra,T30,1000
2705,36-45,Female,Delhi,B30,1000
2706,55+,Male,West Bengal,B30,2000
2707,36-45,Female,Telangana,T30,5000
2708,46-55,Male,Delhi,T30,2000
2709,18-25,Male,Tamil Nadu,T30,2000
2710,26-35,Female,Delhi,T30,25000
2711,18-25,Female,Tamil Nadu,B30,5000
2712,55+,Male,West Bengal,T30,1000
2713,36-45,Female,Karnataka,T30,2000
2714,18-25,Female,Karnataka,B30,2000
2715,26-35,Female,UP,T30,2000
2716,26-35,Male,Rajasthan,B30,5000
2717,36-45,Male,Punjab,T30,1000
2718,26-35,Male,Karnataka,T30,2000
2719,18-25,Male,Maharashtra,B30,1000
2720,26-35,Male,West Bengal,T30,500
2721,26-35,Male,Gujarat,T30,5000
2722,36-45,Male,Telangana,T30,10000
2723,26-35,Male,Maharashtra,T30,1000
2724,26-35,Male,UP,T30,10000
2725,36-45,Male,Karnataka,T30,1000
2726,18-25,Male,Delhi,B30,10000
2727,36-45,Male,Delhi,B30,500
2728,18-25,Male,Rajasthan,T30,500
2729,26-35,Male,Delhi,T30,2000
2730,26-35,Male,Tamil Nadu,T30,5000
2731,26-35,Female,Karnataka,T30,2000
2732,55+,Female,Delhi,B30,5000
2733,26-35,Male,Gujarat,B30,1000
2734,26-35,Female,Delhi,T30,1000
2735,26-35,Female,Gujarat,T30,10000
2736,26-35,Male,Karnataka,T30,500
2737,26-35,Female,Maharashtra,B30,5000
2738,18-25,Female,Gujarat,B30,10000
2739,46-55,Male,UP,T30,1000
2740,18-25,Female,Maharashtra,B30,2000
2741,36-45,Male,Tamil Nadu,T30,500
2742,26-35,Female,Maharashtra,T30,2000
2743,18-25,Male,Rajasthan,T30,5000
2744,46-55,Female,Punjab,B30,1000
2745,36-45,Male,Karnataka,B30,1000
2746,26-35,Male,Delhi,T30,1000
2747,18-25,Female,Rajasthan,B30,5000
2748,26-35,Male,Tamil Nadu,T30,25000
2749,26-35,Female,Karnataka,B30,1000
2750,55+,Male,Delhi,B30,500
2751,36-45,Female,Tamil Nadu,T30,1000
2752,55+,Male,Tamil Nadu,T30,2000
2753,26-35,Male,Delhi,B30,5000
2754,36-45,Female,Delhi,T30,2000
2755,26-35,Male,Karnataka,T30,500
2756,46-55,Male,Karnataka,T30,10000
2757,18-25,Male,Maharashtra,T30,10000
2758,36-45,Male,Delhi,B30,2000
2759,26-35,Female,Maharashtra,T30,5000
2760,36-45,Male,UP,B30,10000
2761,36-45,Male,Maharashtra,B30,2000
2762,36-45,Male,UP,T30,2000
2763,26-35,Male,Tamil Nadu,T30,5000
2764,36-45,Female,West Bengal,B30,10000
2765,26-35,Male,Telangana,T30,500
2766,26-35,Male,Delhi,T30,500
2767,26-35,Male,West Bengal,B30,5000
2768,55+,Female,West Bengal,B30,500
2769,55+,Male,Punjab,T30,1000
2770,26-35,Male,Maharashtra,T30,2000
2771,46-55,Male,Karnataka,T30,1000
2772,46-55,Male,Punjab,B30,10000
2773,26-35,Male,Delhi,T30,1000
2774,36-45,Male,Telangana,B30,2000
2775,46-55,Male,Rajasthan,T30,500
2776,36-45,Male,Delhi,T30,2000
2777,26-35,Male,Maharashtra,T30,5000
2778,36-45,Female,Delhi,T30,25000
2779,26-35,Male,Maharashtra,T30,5000
2780,26-35,Male,Karnataka,B30,1000
2781,46-55,Male,Telangana,T30,2000
2782,18-25,Male,Karnataka,T30,1000
2783,46-55,Female,Karnataka,B30,1000
2784,26-35,Female,Delhi,T30,2000
2785,26-35,Male,West Bengal,T30,2000
2786,36-45,Male,Karnataka,B30,10000
2787,36-45,Male,Gujarat,B30,1000
2788,46-55,Male,Karnataka,T30,2000
2789,46-55,Female,UP,T30,2000
2790,36-45,Male,Gujarat,B30,25000
2791,26-35,Female,Maharashtra,T30,1000
2792,36-45,Male,Maharashtra,T30,5000
2793,18-25,Female,Maharashtra,T30,2000
2794,26-35,Female,Delhi,T30,1000
2795,26-35,Male,Maharashtra,T30,5000
2796,26-35,Male,Karnataka,T30,1000
2797,18-25,Female,Delhi,B30,5000
2798,18-25,Male,Karnataka,T30,1000
2799,26-35,Female,Maharashtra,B30,2000
2800,18-25,Male,Tamil Nadu,B30,5000
2801,26-35,Female,Telangana,B30,2000
2802,26-35,Male,West Bengal,T30,5000
2803,26-35,Male,Tamil Nadu,T30,5000
2804,18-25,Male,Gujarat,T30,500
2805,26-35,Male,Maharashtra,T30,2000
2806,26-35,Female,Delhi,B30,25000
2807,46-55,Female,Punjab,B30,5000
2808,18-25,Female,Gujarat,B30,2000
2809,36-45,Male,Maharashtra,T30,1000
2810,26-35,Female,Delhi,T30,5000
2811,18-25,Male,Karnataka,B30,1000
2812,26-35,Male,Telangana,B30,10000
2813,26-35,Male,Tamil Nadu,T30,500
2814,26-35,Male,Maharashtra,B30,2000
2815,36-45,Female,Karnataka,T30,5000
2816,46-55,Female,Delhi,B30,5000
2817,18-25,Male,Delhi,T30,2000
2818,26-35,Male,Maharashtra,T30,1000
2819,26-35,Male,Karnataka,T30,2000
2820,26-35,Male,West Bengal,B30,25000
2821,46-55,Male,Gujarat,B30,500
2822,55+,Female,West Bengal,T30,500
2823,26-35,Female,West Bengal,T30,2000
2824,36-45,Male,UP,T30,2000
2825,36-45,Female,Delhi,T30,2000
2826,36-45,Female,Delhi,T30,5000
2827,26-35,Male,Maharashtra,T30,2000
2828,18-25,Male,Maharashtra,B30,1000
2829,36-45,Male,Maharashtra,B30,5000
2830,36-45,Female,UP,B30,500
2831,55+,Female,Maharashtra,T30,500
2832,36-45,Female,Maharashtra,T30,500
2833,26-35,Female,Karnataka,T30,5000
2834,55+,Female,Maharashtra,T30,5000
2835,26-35,Female,Maharashtra,B30,5000
2836,26-35,Female,Delhi,T30,1000
2837,36-45,Male,UP,T30,2000
2838,26-35,Female,Maharashtra,B30,1000
2839,55+,Female,Delhi,B30,2000
2840,26-35,Female,Rajasthan,B30,5000
2841,18-25,Female,Delhi,T30,500
2842,18-25,Female,Karnataka,T30,2000
2843,36-45,Male,Maharashtra,T30,1000
2844,26-35,Male,Rajasthan,T30,10000
2845,26-35,Male,Gujarat,T30,25000
2846,36-45,Male,Maharashtra,T30,5000
2847,26-35,Male,Telangana,T30,500
2848,18-25,Female,Tamil Nadu,T30,1000
2849,36-45,Female,Rajasthan,T30,1000
2850,18-25,Male,Gujarat,T30,5000
2851,46-55,Male,Karnataka,T30,500
2852,26-35,Female,Gujarat,B30,10000
2853,26-35,Male,Delhi,T30,2000
2854,26-35,Male,Maharashtra,T30,5000
2855,26-35,Male,Delhi,B30,2000
2856,46-55,Male,Maharashtra,T30,5000
2857,36-45,Male,Punjab,T30,1000
2858,26-35,Female,Telangana,T30,5000
2859,26-35,Female,Maharashtra,T30,2000
2860,26-35,Male,Delhi,B30,10000
2861,36-45,Male,Karnataka,B30,10000
2862,36-45,Female,Karnataka,B30,2000
2863,26-35,Male,West Bengal,B30,5000
2864,26-35,Male,Karnataka,B30,5000
2865,36-45,Male,Tamil Nadu,T30,5000
2866,36-45,Male,West Bengal,T30,25000
2867,26-35,Male,Maharashtra,T30,10000
2868,26-35,Female,Maharashtra,T30,5000
2869,46-55,Male,Maharashtra,B30,500
2870,36-45,Male,Gujarat,T30,2000
2871,26-35,Male,Delhi,T30,1000
2872,26-35,Female,Telangana,T30,2000
2873,55+,Male,Maharashtra,B30,10000
2874,36-45,Male,Tamil Nadu,B30,5000
2875,36-45,Female,Maharashtra,B30,5000
2876,18-25,Male,Punjab,B30,500
2877,46-55,Male,Delhi,B30,500
2878,36-45,Female,Tamil Nadu,T30,10000
2879,26-35,Male,Telangana,T30,1000
2880,26-35,Male,Maharashtra,T30,5000
2881,18-25,Male,Karnataka,B30,2000
2882,36-45,Female,Tamil Nadu,B30,1000
2883,36-45,Female,Delhi,T30,5000
2884,26-35,Female,West Bengal,T30,25000
2885,26-35,Male,Tamil Nadu,T30,1000
2886,26-35,Female,Delhi,T30,2000
2887,18-25,Male,West Bengal,T30,1000
2888,26-35,Female,Karnataka,T30,2000
2889,18-25,Male,Karnataka,T30,5000
2890,26-35,Female,Telangana,B30,2000
2891,55+,Male,Tamil Nadu,T30,1000
2892,26-35,Female,Gujarat,T30,1000
2893,26-35,Male,UP,T30,5000
2894,46-55,Male,Tamil Nadu,B30,10000
2895,26-35,Female,Gujarat,T30,2000
2896,36-45,Male,Delhi,T30,1000
2897,26-35,Female,Maharashtra,T30,5000
2898,26-35,Female,West Bengal,T30,2000
2899,36-45,Male,Telangana,T30,10000
2900,26-35,Male,Maharashtra,T30,1000
2901,18-25,Female,Gujarat,B30,5000
2902,26-35,Female,Maharashtra,T30,5000
2903,46-55,Female,Karnataka,B30,5000
2904,18-25,Female,West Bengal,T30,1000
2905,18-25,Male,Karnataka,B30,5000
2906,18-25,Male,Delhi,B30,2000
2907,36-45,Male,Maharashtra,B30,5000
2908,46-55,Male,Punjab,B30,1000
2909,18-25,Male,Tamil Nadu,T30,1000
2910,46-55,Female,Maharashtra,T30,2000
2911,36-45,Male,Maharashtra,B30,2000
2912,36-45,Male,Delhi,T30,2000
2913,26-35,Female,Tamil Nadu,T30,1000
2914,26-35,Male,Gujarat,B30,10000
2915,55+,Male,Punjab,B30,10000
2916,46-55,Male,Rajasthan,B30,1000
2917,36-45,Female,Tamil Nadu,B30,2000
2918,36-45,Female,West Bengal,T30,5000
2919,26-35,Male,Tamil Nadu,B30,5000
2920,55+,Male,Karnataka,T30,25000
2921,36-45,Male,Gujarat,B30,10000
2922,26-35,Male,Maharashtra,B30,10000
2923,46-55,Male,Delhi,B30,2000
2924,26-35,Male,Punjab,T30,1000
2925,26-35,Male,Tamil Nadu,T30,2000
2926,46-55,Female,Karnataka,T30,5000
2927,36-45,Male,Rajasthan,T30,1000
2928,36-45,Male,Gujarat,T30,5000
2929,36-45,Female,Delhi,B30,10000
2930,18-25,Male,West Bengal,B30,1000
2931,26-35,Female,Maharashtra,T30,5000
2932,36-45,Female,Maharashtra,T30,10000
2933,26-35,Male,Punjab,B30,500
2934,36-45,Male,Gujarat,T30,25000
2935,36-45,Male,Telangana,B30,2000
2936,55+,Male,Rajasthan,B30,2000
2937,26-35,Male,Karnataka,B30,2000
2938,26-35,Male,UP,B30,1000
2939,55+,Female,Gujarat,T30,5000
2940,26-35,Male,Delhi,T30,5000
2941,46-55,Other,West Bengal,T30,1000
2942,26-35,Female,Delhi,T30,1000
2943,46-55,Male,Delhi,T30,10000
2944,26-35,Male,Maharashtra,B30,2000
2945,55+,Female,Tamil Nadu,T30,2000
2946,26-35,Male,Karnataka,T30,10000
2947,36-45,Female,Maharashtra,B30,5000
2948,36-45,Male,Gujarat,T30,1000
2949,36-45,Female,Gujarat,B30,500
2950,18-25,Female,Delhi,T30,2000
2951,26-35,Male,Telangana,T30,1000
2952,26-35,Female,Gujarat,T30,2000
2953,26-35,Male,Rajasthan,T30,2000
2954,36-45,Male,Maharashtra,B30,10000
2955,18-25,Female,Punjab,T30,5000
2956,36-45,Female,Punjab,B30,1000
2957,36-45,Male,Karnataka,B30,1000
2958,26-35,Female,Punjab,T30,2000
2959,26-35,Male,Tamil Nadu,B30,2000
2960,18-25,Male,Maharashtra,T30,2000
2961,26-35,Male,Rajasthan,B30,25000
2962,36-45,Female,Tamil Nadu,B30,5000
2963,36-45,Male,Delhi,T30,500
2964,55+,Male,Delhi,T30,10000
2965,26-35,Female,Karnataka,T30,2000
2966,36-45,Male,West Bengal,T30,2000
2967,36-45,Male,UP,B30,5000
2968,18-25,Male,Tamil Nadu,T30,1000
2969,55+,Male,Karnataka,T30,2000
2970,55+,Male,West Bengal,B30,10000
2971,26-35,Female,Karnataka,T30,5000
2972,26-35,Female,West Bengal,T30,2000
2973,46-55,Female,Tamil Nadu,T30,2000
2974,26-35,Male,Punjab,B30,500
2975,46-55,Female,West Bengal,B30,500
2976,18-25,Female,West Bengal,T30,1000
2977,26-35,Male,UP,T30,5000
2978,18-25,Male,UP,T30,2000
2979,26-35,Male,Maharashtra,T30,10000
2980,46-55,Male,Karnataka,T30,5000
2981,36-45,Female,Telangana,T30,2000
2982,36-45,Female,Telangana,B30,10000
2983,26-35,Male,Maharashtra,T30,500
2984,18-25,Male,Karnataka,B30,500
2985,36-45,Female,Delhi,T30,1000
2986,36-45,Male,Rajasthan,B30,1000
2987,55+,Male,Rajasthan,B30,1000
2988,26-35,Female,Karnataka,T30,1000
2989,26-35,Female,West Bengal,B30,2000
2990,55+,Male,UP,B30,2000
2991,18-25,Other,West Bengal,T30,2000
2992,26-35,Male,Maharashtra,T30,25000
2993,26-35,Male,Gujarat,T30,2000
2994,36-45,Male,Maharashtra,T30,10000
2995,36-45,Female,West Bengal,T30,5000
2996,26-35,Male,Delhi,B30,500
2997,55+,Male,Maharashtra,T30,2000
2998,36-45,Male,Delhi,T30,5000
2999,26-35,Female,Karnataka,T30,10000
3000,26-35,Female,Punjab,B30,2000
3001,46-55,Male,Delhi,B30,10000
3002,26-35,Male,Punjab,T30,5000
3003,36-45,Female,Delhi,T30,1000
3004,18-25,Male,Telangana,B30,2000
3005,26-35,Male,Telangana,T30,5000
3006,26-35,Female,Maharashtra,B30,5000
3007,36-45,Male,Rajasthan,B30,500
3008,26-35,Male,Karnataka,B30,1000
3009,55+,Male,West Bengal,B30,5000
3010,26-35,Male,Gujarat,T30,2000
3011,36-45,Female,Maharashtra,T30,500
3012,26-35,Female,Rajasthan,T30,5000
3013,46-55,Male,Delhi,T30,500
3014,55+,Female,Gujarat,T30,1000
3015,26-35,Male,Tamil Nadu,T30,10000
3016,26-35,Female,West Bengal,T30,1000
3017,26-35,Male,West Bengal,B30,500
3018,36-45,Male,Rajasthan,T30,500
3019,46-55,Female,UP,B30,10000
3020,26-35,Male,Karnataka,T30,2000
3021,26-35,Male,Karnataka,T30,2000
3022,26-35,Male,Delhi,B30,2000
3023,26-35,Male,Rajasthan,T30,1000
3024,26-35,Male,Telangana,B30,10000
3025,26-35,Male,Maharashtra,T30,10000
3026,26-35,Female,Karnataka,T30,25000
3027,46-55,Female,Gujarat,T30,500
3028,26-35,Male,West Bengal,T30,500
3029,26-35,Male,Rajasthan,B30,10000
3030,26-35,Male,Maharashtra,B30,1000
3031,55+,Male,UP,T30,2000
3032,36-45,Male,Maharashtra,T30,2000
3033,26-35,Female,Karnataka,T30,5000
3034,36-45,Male,Delhi,B30,500
3035,36-45,Male,Telangana,B30,1000
3036,55+,Male,Delhi,B30,2000
3037,46-55,Female,Delhi,T30,1000
3038,18-25,Female,UP,T30,10000
3039,26-35,Female,Tamil Nadu,T30,5000
3040,36-45,Male,UP,B30,1000
3041,55+,Male,West Bengal,B30,5000
3042,18-25,Male,Maharashtra,B30,2000
3043,26-35,Male,Karnataka,T30,1000
3044,26-35,Female,Maharashtra,B30,1000
3045,26-35,Male,Maharashtra,B30,5000
3046,26-35,Female,Delhi,T30,10000
3047,26-35,Male,UP,B30,5000
3048,55+,Female,Maharashtra,B30,1000
3049,46-55,Female,Maharashtra,B30,5000
3050,36-45,Female,Telangana,T30,2000
3051,26-35,Male,Tamil Nadu,B30,2000
3052,46-55,Male,Tamil Nadu,B30,1000
3053,18-25,Female,Telangana,B30,500
3054,18-25,Male,West Bengal,T30,1000
3055,55+,Male,Rajasthan,B30,2000
3056,36-45,Female,Gujarat,B30,5000
3057,26-35,Male,Tamil Nadu,T30,500
3058,55+,Male,West Bengal,T30,2000
3059,55+,Female,Tamil Nadu,B30,1000
3060,46-55,Male,Delhi,B30,2000
3061,26-35,Male,Delhi,B30,10000
3062,26-35,Male,Maharashtra,B30,10000
3063,26-35,Female,Delhi,T30,10000
3064,36-45,Male,Tamil Nadu,B30,10000
3065,55+,Male,Tamil Nadu,T30,2000
3066,55+,Male,West Bengal,B30,1000
3067,55+,Male,UP,T30,5000
3068,18-25,Male,West Bengal,T30,5000
3069,36-45,Male,Maharashtra,B30,1000
3070,46-55,Male,Maharashtra,T30,1000
3071,26-35,Female,Maharashtra,T30,1000
3072,26-35,Male,UP,T30,2000
3073,36-45,Male,Tamil Nadu,B30,1000
3074,18-25,Male,Rajasthan,T30,10000
3075,55+,Male,Delhi,T30,500
3076,26-35,Female,West Bengal,T30,1000
3077,26-35,Other,Gujarat,T30,10000
3078,55+,Female,Rajasthan,T30,25000
3079,55+,Male,Tamil Nadu,T30,5000
3080,36-45,Female,Rajasthan,T30,10000
3081,46-55,Female,Telangana,B30,500
3082,55+,Male,Telangana,T30,5000
3083,55+,Male,Maharashtra,T30,2000
3084,36-45,Female,West Bengal,T30,5000
3085,36-45,Male,Maharashtra,B30,2000
3086,36-45,Female,Telangana,T30,2000
3087,36-45,Female,Telangana,B30,1000
3088,46-55,Male,Karnataka,T30,2000
3089,36-45,Male,Telangana,T30,1000
3090,46-55,Male,Gujarat,T30,1000
3091,18-25,Male,West Bengal,B30,1000
3092,36-45,Male,Tamil Nadu,B30,1000
3093,26-35,Female,Karnataka,T30,1000
3094,36-45,Female,Telangana,B30,10000
3095,36-45,Female,Maharashtra,T30,2000
3096,46-55,Male,Rajasthan,B30,2000
3097,18-25,Male,Delhi,T30,2000
3098,26-35,Male,Gujarat,B30,1000
3099,55+,Male,Maharashtra,T30,500
3100,55+,Male,Delhi,T30,1000
3101,18-25,Male,Telangana,T30,5000
3102,26-35,Female,Tamil Nadu,B30,1000
3103,18-25,Male,Karnataka,T30,1000
3104,36-45,Female,Gujarat,B30,10000
3105,36-45,Female,Karnataka,T30,5000
3106,36-45,Male,Karnataka,T30,500
3107,36-45,Female,Tamil Nadu,T30,2000
3108,36-45,Male,Punjab,T30,2000
3109,26-35,Female,Rajasthan,T30,2000
3110,36-45,Female,Maharashtra,T30,2000
3111,46-55,Male,Gujarat,B30,1000
3112,46-55,Female,Karnataka,T30,25000
3113,55+,Male,Delhi,B30,1000
3114,36-45,Female,Rajasthan,B30,1000
3115,18-25,Male,Delhi,B30,2000
3116,18-25,Male,Delhi,T30,1000
3117,36-45,Male,Maharashtra,T30,1000
3118,18-25,Female,Punjab,B30,500
3119,26-35,Male,Rajasthan,B30,2000
3120,18-25,Female,Maharashtra,B30,1000
3121,55+,Female,Karnataka,T30,25000
3122,26-35,Male,Delhi,T30,1000
3123,18-25,Female,Maharashtra,B30,500
3124,55+,Male,Telangana,B30,1000
3125,36-45,Male,Rajasthan,T30,2000
3126,18-25,Male,Punjab,T30,5000
3127,46-55,Male,Delhi,B30,2000
3128,26-35,Male,West Bengal,T30,10000
3129,46-55,Male,Maharashtra,T30,2000
3130,36-45,Male,Karnataka,T30,1000
3131,26-35,Male,Rajasthan,T30,1000
3132,36-45,Male,Maharashtra,B30,2000
3133,26-35,Female,Karnataka,B30,10000
3134,36-45,Male,Karnataka,T30,2000
3135,46-55,Female,West Bengal,T30,10000
3136,26-35,Male,Delhi,B30,500
3137,26-35,Female,Maharashtra,B30,5000
3138,55+,Male,West Bengal,T30,2000
3139,36-45,Female,West Bengal,T30,1000
3140,36-45,Male,Gujarat,B30,500
3141,26-35,Male,Delhi,T30,1000
3142,26-35,Female,Maharashtra,T30,5000
3143,36-45,Male,UP,T30,2000
3144,26-35,Male,Delhi,T30,2000
3145,26-35,Female,Karnataka,T30,5000
3146,36-45,Male,Karnataka,T30,1000
3147,26-35,Male,Maharashtra,T30,1000
3148,36-45,Male,Tamil Nadu,T30,2000
3149,36-45,Male,UP,T30,2000
3150,26-35,Female,Delhi,T30,1000
3151,36-45,Female,Tamil Nadu,B30,2000
3152,26-35,Male,Delhi,T30,1000
3153,55+,Female,Punjab,T30,500
3154,55+,Male,Delhi,B30,10000
3155,46-55,Female,Maharashtra,T30,2000
3156,26-35,Male,Maharashtra,T30,1000
3157,55+,Male,Delhi,T30,1000
3158,55+,Male,Tamil Nadu,T30,2000
3159,26-35,Male,West Bengal,T30,10000
3160,36-45,Male,Tamil Nadu,T30,5000
3161,18-25,Female,UP,B30,10000
3162,18-25,Male,Delhi,T30,1000
3163,36-45,Male,Gujarat,T30,1000
3164,36-45,Female,Delhi,T30,2000
3165,26-35,Male,West Bengal,B30,1000
3166,18-25,Female,Telangana,B30,25000
3167,46-55,Male,Punjab,T30,1000
3168,26-35,Female,Gujarat,B30,1000
3169,36-45,Male,Telangana,T30,2000
3170,36-45,Female,West Bengal,T30,5000
3171,36-45,Female,Telangana,T30,2000
3172,26-35,Male,UP,T30,500
3173,36-45,Female,Maharashtra,T30,5000
3174,26-35,Male,Karnataka,B30,10000
3175,46-55,Male,Delhi,B30,5000
3176,26-35,Male,Maharashtra,B30,5000
3177,26-35,Male,Karnataka,T30,5000
3178,26-35,Female,Maharashtra,T30,5000
3179,36-45,Female,Maharashtra,T30,5000
3180,36-45,Male,Karnataka,T30,500
3181,26-35,Male,Delhi,T30,500
3182,36-45,Male,Telangana,B30,500
3183,26-35,Male,Rajasthan,T30,2000
3184,36-45,Male,Telangana,T30,1000
3185,26-35,Male,UP,B30,500
3186,46-55,Male,Gujarat,T30,500
3187,55+,Female,Tamil Nadu,T30,500
3188,55+,Female,Maharashtra,T30,2000
3189,46-55,Male,Delhi,B30,1000
3190,26-35,Female,Gujarat,B30,5000
3191,26-35,Male,Karnataka,T30,25000
3192,18-25,Male,Delhi,T30,2000
3193,26-35,Male,Maharashtra,T30,2000
3194,18-25,Male,Maharashtra,T30,1000
3195,36-45,Male,Delhi,T30,5000
3196,36-45,Male,Rajasthan,T30,10000
3197,46-55,Male,West Bengal,T30,1000
3198,26-35,Male,Delhi,B30,25000
3199,36-45,Female,Maharashtra,B30,1000
3200,26-35,Male,Maharashtra,T30,1000
3201,46-55,Female,Karnataka,B30,10000
3202,55+,Female,Maharashtra,B30,2000
3203,26-35,Male,Gujarat,B30,500
3204,18-25,Female,Gujarat,T30,5000
3205,26-35,Male,Maharashtra,T30,2000
3206,36-45,Female,Gujarat,B30,5000
3207,26-35,Male,Karnataka,B30,1000
3208,46-55,Male,Telangana,T30,10000
3209,36-45,Male,Gujarat,T30,5000
3210,36-45,Female,Tamil Nadu,B30,25000
3211,46-55,Male,Tamil Nadu,B30,2000
3212,36-45,Female,Maharashtra,T30,2000
3213,36-45,Male,UP,B30,5000
3214,18-25,Male,Tamil Nadu,T30,1000
3215,36-45,Male,Tamil Nadu,T30,1000
3216,36-45,Female,Tamil Nadu,T30,1000
3217,55+,Female,Delhi,T30,10000
3218,36-45,Female,Rajasthan,T30,500
3219,36-45,Male,UP,T30,25000
3220,36-45,Male,Delhi,B30,2000
3221,18-25,Female,Karnataka,T30,2000
3222,26-35,Male,Maharashtra,T30,2000
3223,18-25,Male,Delhi,T30,5000
3224,18-25,Female,Delhi,B30,25000
3225,26-35,Male,UP,T30,2000
3226,36-45,Female,West Bengal,T30,1000
3227,46-55,Male,Tamil Nadu,T30,1000
3228,46-55,Male,Telangana,B30,1000
3229,26-35,Male,Rajasthan,T30,1000
3230,18-25,Female,Maharashtra,T30,500
3231,26-35,Male,Maharashtra,T30,10000
3232,26-35,Female,Delhi,T30,5000
3233,26-35,Male,Delhi,B30,2000
3234,36-45,Female,Rajasthan,T30,1000
3235,18-25,Female,Gujarat,T30,500
3236,26-35,Female,Maharashtra,T30,2000
3237,36-45,Female,Tamil Nadu,B30,500
3238,26-35,Female,Maharashtra,T30,500
3239,36-45,Female,Maharashtra,B30,500
3240,26-35,Female,Delhi,B30,5000
3241,26-35,Male,UP,T30,5000
3242,26-35,Male,Delhi,B30,1000
3243,18-25,Female,UP,B30,1000
3244,26-35,Male,Gujarat,T30,1000
3245,18-25,Female,Gujarat,B30,2000
3246,26-35,Male,Rajasthan,T30,10000
3247,36-45,Male,Maharashtra,B30,2000
3248,26-35,Female,Rajasthan,T30,1000
3249,18-25,Male,Delhi,T30,1000
3250,36-45,Male,Punjab,B30,500
3251,36-45,Male,Rajasthan,B30,5000
3252,26-35,Male,Punjab,T30,2000
3253,26-35,Female,Telangana,T30,10000
3254,26-35,Female,Delhi,T30,1000
3255,18-25,Female,Telangana,T30,5000
3256,36-45,Female,Delhi,B30,2000
3257,36-45,Other,West Bengal,T30,5000
3258,36-45,Male,Rajasthan,B30,2000
3259,26-35,Male,Karnataka,T30,1000
3260,46-55,Male,Delhi,T30,5000
3261,55+,Male,UP,B30,500
3262,26-35,Male,Maharashtra,B30,2000
3263,26-35,Male,Delhi,T30,1000
3264,36-45,Male,Tamil Nadu,B30,1000
3265,36-45,Male,Rajasthan,B30,2000
3266,36-45,Male,UP,T30,2000
3267,55+,Female,Karnataka,T30,2000
