amfi_code,scheme_name,fund_house,category,date,nav
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-10-16,210.8334
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-10-17,207.1201
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-10-18,208.4814
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-10-21,204.5852
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-10-22,202.5432
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-10-23,205.7223
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-10-24,203.4582
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-10-25,204.7782
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-10-28,200.3871
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-10-29,205.3118
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-10-30,204.4794
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-10-31,204.6315
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-11-01,204.9892
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-11-04,206.4018
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-11-05,202.5565
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-11-06,202.4625
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-11-07,200.781
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-11-08,196.6299
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-11-11,198.8804
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-11-12,197.9604
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-11-13,198.4573
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-11-14,198.8062
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-11-15,197.9279
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-11-18,202.5397
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-11-19,202.3438
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-11-20,198.4799
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-11-21,197.4469
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-11-22,198.552
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-11-25,199.7415
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-11-26,197.0544
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-11-27,199.1734
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-11-28,194.8804
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-11-29,197.4781
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-12-02,194.4108
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-12-03,193.9413
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-12-04,196.477
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-12-05,196.818
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-12-06,198.8059
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-12-09,200.3415
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-12-10,203.4939
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-12-11,206.1488
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-12-12,205.0882
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-12-13,206.7074
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-12-16,202.9828
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-12-17,202.9027
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-12-18,204.9564
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-12-19,205.3471
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-12-20,206.5093
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-12-23,206.0427
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-12-24,208.8962
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-12-25,208.7573
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-12-26,207.6539
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-12-27,209.9253
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-12-30,206.4485
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2024-12-31,207.7517
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-01-01,205.2151
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-01-02,208.4236
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-01-03,207.8333
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-01-06,208.2323
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-01-07,209.3257
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-01-08,204.5413
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-01-09,203.0058
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-01-10,205.6089
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-01-13,207.8116
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-01-14,208.5798
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-01-15,205.2647
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-01-16,206.7685
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-01-17,208.6006
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-01-20,208.7809
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-01-21,211.908
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-01-22,210.2337
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-01-23,209.0105
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-01-24,202.8415
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-01-27,205.1413
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-01-28,205.9754
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-01-29,201.8803
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-01-30,197.6805
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-01-31,195.6698
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-02-03,197.592
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-02-04,196.9391
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-02-05,195.0963
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-02-06,192.7993
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-02-07,190.4258
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-02-10,186.0642
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-02-11,183.4242
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-02-12,181.1228
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-02-13,182.6608
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-02-14,182.3524
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-02-17,180.6005
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-02-18,185.6603
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-02-19,184.2369
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-02-20,186.8725
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-02-21,190.5638
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-02-24,187.0308
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-02-25,187.253
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-02-26,186.1462
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-02-27,184.8642
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-02-28,186.1517
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-03-03,184.8162
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-03-04,183.7717
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-03-05,183.456
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-03-06,182.6891
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-03-07,180.1711
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-03-10,181.9459
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-03-11,184.2898
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-03-12,185.105
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-03-13,184.3241
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-03-14,182.8196
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-03-17,181.3308
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-03-18,186.5148
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-03-19,188.6698
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-03-20,186.8243
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-03-21,187.2496
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-03-24,186.4912
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-03-25,187.8536
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-03-26,189.1351
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-03-27,191.6513
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-03-28,189.7526
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-03-31,190.0481
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-04-01,186.1174
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-04-02,183.3651
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-04-03,185.3654
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-04-04,183.3063
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-04-07,181.5116
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-04-08,181.548
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-04-09,183.1161
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-04-10,180.84
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-04-11,173.3406
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-04-14,171.5824
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-04-15,174.1163
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-04-16,174.8855
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-04-17,177.7163
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-04-18,175.3559
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-04-21,171.9587
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-04-22,172.9648
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-04-23,173.5149
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-04-24,174.2032
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-04-25,176.2058
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-04-28,177.1503
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-04-29,178.0657
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-04-30,179.6469
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-05-01,180.7839
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-05-02,182.6983
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-05-05,184.9642
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-05-06,188.4194
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-05-07,187.008
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-05-08,188.1426
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-05-09,187.3629
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-05-12,185.545
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-05-13,184.0654
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-05-14,185.2138
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-05-15,186.199
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-05-16,187.1495
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-05-19,186.6988
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-05-20,186.7624
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-05-21,188.6512
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-05-22,185.3361
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-05-23,185.4465
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-05-26,185.7023
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-05-27,187.4367
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-05-28,184.4559
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-05-29,187.8206
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-05-30,188.3585
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-06-02,189.0175
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-06-03,188.1638
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-06-04,189.4351
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-06-05,189.601
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-06-06,192.4085
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-06-09,189.138
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-06-10,189.5931
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-06-11,190.5794
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-06-12,190.2104
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-06-13,189.3438
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-06-16,188.5759
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-06-17,189.0277
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-06-18,184.9788
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-06-19,187.1764
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-06-20,186.1541
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-06-23,186.4954
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-06-24,187.3729
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-06-25,186.2469
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-06-26,186.0099
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-06-27,181.5228
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-06-30,183.172
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-07-01,185.601
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-07-02,181.8682
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-07-03,181.0357
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-07-04,178.4182
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-07-07,178.0912
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-07-08,179.5308
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-07-09,181.7117
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-07-10,184.2124
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-07-11,187.1647
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-07-14,186.7213
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-07-15,184.2074
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-07-16,184.0094
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-07-17,185.4629
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-07-18,182.7872
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-07-21,186.4835
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-07-22,188.5487
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-07-23,188.1379
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-07-24,186.5894
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-07-25,185.1472
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-07-28,185.3676
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-07-29,184.9129
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-07-30,187.0775
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-07-31,186.3637
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-08-01,187.5501
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-08-04,187.5413
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-08-05,188.2044
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-08-06,187.7413
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-08-07,189.392
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-08-08,191.091
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-08-11,192.203
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-08-12,193.6618
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-08-13,191.5252
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-08-14,192.3256
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-08-15,195.2664
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-08-18,196.4764
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-08-19,194.1052
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-08-20,194.0475
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-08-21,194.9789
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-08-22,193.2653
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-08-25,190.1732
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-08-26,189.5089
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-08-27,187.881
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-08-28,187.9051
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-08-29,184.3731
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-09-01,185.6778
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-09-02,184.3195
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-09-03,186.5773
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-09-04,186.0133
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-09-05,186.0124
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-09-08,185.682
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-09-09,184.2043
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-09-10,189.7244
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-09-11,188.6524
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-09-12,191.0261
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-09-15,188.5765
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-09-16,189.4751
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-09-17,190.6208
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-09-18,190.6227
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-09-19,189.3737
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-09-22,188.8321
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-09-23,187.9749
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-09-24,193.4496
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-09-25,193.4551
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-09-26,194.7317
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-09-29,198.9534
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-09-30,196.9209
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-10-01,197.069
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-10-02,196.4915
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-10-03,196.3473
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-10-06,195.9845
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-10-07,194.322
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-10-08,194.836
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-10-09,192.41
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-10-10,194.7509
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-10-13,196.266
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-10-14,195.1627
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-10-15,194.1791
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-10-16,194.8794
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-10-17,193.0704
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-10-20,197.3264
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-10-21,198.2331
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-10-22,199.2281
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-10-23,200.917
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-10-24,199.5802
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-10-27,202.2482
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-10-28,202.5869
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-10-29,204.9575
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-10-30,204.5321
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-10-31,207.8266
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-11-03,208.8898
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-11-04,214.4234
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-11-05,213.5369
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-11-06,214.1251
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-11-07,211.5387
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-11-10,210.2585
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-11-11,211.8826
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-11-12,214.8176
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-11-13,222.5253
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-11-14,222.334
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-11-17,219.9109
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-11-18,221.9648
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-11-19,219.0274
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-11-20,220.5762
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-11-21,219.3129
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-11-24,219.9356
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-11-25,222.8811
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-11-26,222.6518
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-11-27,225.2111
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-11-28,227.6384
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-12-01,222.614
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-12-02,220.2722
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-12-03,216.21
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-12-04,221.4684
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-12-05,221.2548
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-12-08,226.0494
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-12-09,221.6877
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-12-10,220.2305
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-12-11,222.4121
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-12-12,222.9573
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-12-15,224.4498
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-12-16,221.1401
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-12-17,224.8601
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-12-18,227.0242
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-12-19,228.1864
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-12-22,226.3775
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-12-23,227.325
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-12-24,226.5981
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-12-25,222.1781
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-12-26,222.1103
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-12-29,221.7592
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-12-30,224.6529
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2025-12-31,218.6966
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2026-01-01,219.3795
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2026-01-02,216.4032
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2026-01-05,217.2971
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2026-01-06,218.3383
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2026-01-07,218.1762
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2026-01-08,220.3553
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2026-01-09,217.1272
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2026-01-12,220.0786
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2026-01-13,218.2746
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2026-01-14,214.2647
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2026-01-15,213.6286
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2026-01-16,208.3217
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2026-01-19,209.0196
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2026-01-20,208.432
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2026-01-21,211.5802
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2026-01-22,213.2913
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2026-01-23,209.7925
